Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,pc1_1,pc1_2,pc1_3,Status
4,0,0.1111111111111111,3,0,15,0.4736842105263157,14,10,11,8,34,0.31157894736842096,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,21.937283351872672,3.0969467298508397,3.758433358371069,1
4,0,0.3333333333333333,2,0,15,0.28421052631578947,14,24,28,30,20,0.26631578947368406,0,0,0,1,0,1,0.07547169811320753,0,0.0,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,-0.9321792157928082,-0.05414062378638346,-0.14599433562317563,2
4,4,0.4444444444444444,12,0,15,0.33684210526315783,14,24,10,1,34,0.28210526315789464,1,0,0,1,0,0,0.05660377358490565,0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,22.494305585302293,6.561893006110496,6.504597120431282,1
4,0,0.4444444444444444,11,0,15,0.49473684210526314,14,10,11,14,19,0.32105263157894726,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,24.332056956145045,6.088386119830629,7.756789325468045,2
4,0,0.4444444444444444,0,0,15,0.3157894736842104,14,24,10,1,34,0.20947368421052626,1,0,0,1,0,1,0.037735849056603765,0,0.0,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,21.815443814540366,2.3710350089829904,5.087882412058268,2
4,0,0.1111111111111111,11,0,15,0.3263157894736841,14,10,11,12,34,0.3042105263157895,0,0,0,1,0,0,0.037735849056603765,0,0.0,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,24.0162606615236,3.4243153152815666,4.832153564516366,2
4,0,0.1111111111111111,13,0,15,0.5894736842105264,14,10,10,30,41,0.6526315789473685,1,0,1,1,0,1,0.018867924528301883,0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074,19.96096543084048,3.734865247318572,7.7902294479667304,1
4,3,0.2222222222222222,13,0,15,0.21052631578947367,14,10,10,8,20,0.22526315789473683,1,0,0,1,0,0,0.07547169811320753,0,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,21.772888350892924,3.277317535662422,4.753951895401835,2
4,0,0.1111111111111111,16,0,15,0.4526315789473685,14,10,11,12,17,0.3789473684210527,1,0,0,1,0,0,0.018867924528301883,0,0.16666666666666666,0.0,0.2093023255813954,0.0,0.12417437252311753,20.838920879866965,1.286454049032459,5.501370120430216,1
4,0,0.1111111111111111,9,0,15,0.42105263157894735,14,10,28,30,41,0.28526315789473666,1,0,0,1,0,0,0.05660377358490565,0,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,19.810984363360262,0.9704302143973835,3.6074456439754754,2
4,3,0.2222222222222222,11,0,15,0.33684210526315783,14,16,20,14,3,0.2505263157894737,1,0,0,1,1,0,0.037735849056603765,0,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,22.870297946315155,2.9182585405786607,4.581148031865323,1
4,16,0.1111111111111111,1,0,16,0.5789473684210527,14,21,22,1,14,0.5789473684210527,0,0,0,1,1,0,0.07547169811320753,0,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,21.852155144778273,6.717854105631487,12.340612142765941,1
4,6,0.1111111111111111,5,0,15,0.3157894736842104,14,23,20,7,10,0.368421052631579,1,0,0,1,1,0,0.05660377358490565,0,0.0,0.0,0.15116279069767458,0.4888888888888888,1.0,22.007226651648732,2.974914897856022,5.4320696785406835,2
4,0,0.1111111111111111,9,0,15,0.5052631578947369,14,24,28,1,9,0.4610526315789474,0,0,0,0,1,0,0.018867924528301883,0,0.0,0.0,0.15116279069767458,0.4888888888888888,1.0,19.445510832203144,0.8496673177581979,5.944808775434798,1
4,4,0.1111111111111111,14,1,15,0.4526315789473685,14,10,28,30,29,0.4157894736842105,1,0,0,1,0,0,0.037735849056603765,0,0.0,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,22.684745095633733,1.6822348290341769,3.5416593914416685,2
4,0,0.1111111111111111,10,1,15,0.368421052631579,14,15,9,12,41,0.38315789473684214,0,0,0,1,1,0,0.32075471698113206,0,0.0,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,21.265870232288993,1.1948545851896792,4.699262784130348,2
4,14,0.1111111111111111,4,0,15,0.368421052631579,14,9,9,30,9,0.07894736842105265,0,0,1,0,1,0,0.3773584905660377,0,0.0,0.0,0.15116279069767458,0.4888888888888888,1.0,9.75257075822045,4.719796047128751,0.8496673061050597,0
4,14,0.1111111111111111,7,0,2,0.4010526315789473,14,28,9,26,38,0.35578947368421066,1,0,0,1,1,0,0.490566037735849,0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074,0.4227630612855826,3.169670952095527,0.1196132397777365,0
4,5,0.1111111111111111,9,0,15,0.4736842105263157,14,8,9,5,9,0.29368421052631577,0,0,0,1,0,0,0.7169811320754718,0,0.0,0.16666666666666666,0.9999999999999999,0.24444444444444446,0.4147952443857331,17.343787790049046,1.4456827830099819,6.420913021673087,0
0,14,0.1111111111111111,10,1,15,0.26315789473684204,14,10,11,30,17,0.19894736842105276,1,0,0,1,0,0,0.4150943396226415,0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074,18.828953534438064,1.699757233738958,3.5854706958925484,2
4,16,0.1111111111111111,6,0,16,0.26315789473684204,18,21,25,12,9,0.26315789473684204,0,0,1,0,0,0,0.05660377358490565,1,0.0,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,20.529430357429778,5.073155996986179,8.909305354113146,0
4,0,0.5555555555555556,8,0,15,0.3263157894736841,14,16,20,9,14,0.27473684210526317,0,0,1,1,0,0,0.018867924528301883,0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,10.460191195774996,3.4685572310865447,11.121144312556659,0
4,0,0.2222222222222222,9,0,15,0.3999999999999999,14,16,11,9,34,0.2673684210526317,1,0,0,1,0,0,0.09433962264150941,0,0.0,0.0,0.15116279069767458,0.4888888888888888,1.0,23.35633686617252,-1.3157857034921525,2.8352500977025255,2
4,0,0.6666666666666666,11,0,15,0.08421052631578951,14,24,20,9,14,0.05894736842105264,1,1,0,1,0,0,0.09433962264150941,0,0.0,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,24.400709263248828,3.18116779781089,5.524201272557006,2
4,3,0.1111111111111111,8,0,15,0.26315789473684204,14,24,10,22,29,0.2778947368421052,0,0,0,0,0,0,0.05660377358490565,0,0.0,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,21.647516269804512,1.111952842639995,4.456078980265478,0
4,14,0.1111111111111111,10,1,15,0.4010526315789473,14,8,9,30,41,0.15473684210526306,0,0,0,1,0,0,0.22641509433962265,0,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,0.4227630612855826,3.169670952095527,0.1196132397777365,0
4,3,0.1111111111111111,10,1,15,0.6210526315789473,14,9,10,1,29,0.41157894736842104,0,0,0,1,0,0,0.13207547169811323,0,0.0,0.08333333333333333,0.0,0.7555555555555555,0.5785997357992074,20.66819006326984,1.1933955839170975,6.7603818858784726,1
4,3,0.2222222222222222,13,0,15,0.368421052631579,14,10,11,30,41,0.3431578947368421,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,21.03912850930276,2.1137392640740638,3.8811724661281923,2
4,3,0.6666666666666666,11,0,15,0.3894736842105262,14,8,11,8,34,0.39368421052631586,1,0,0,1,0,1,0.09433962264150941,0,0.0,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,23.922736915871305,3.4713731107899926,5.109748527125613,2
4,16,0.1111111111111111,14,1,16,0.368421052631579,14,24,11,30,41,0.4042105263157896,0,0,0,1,0,1,0.07547169811320753,0,0.0,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,21.58661625728994,4.446666729331927,2.483031580380866,2
4,0,0.1111111111111111,13,0,15,0.463157894736842,14,8,10,30,41,0.32736842105263153,0,0,0,1,0,1,0.037735849056603765,0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,21.203231276907694,2.0256692977079576,4.035087220207389,2
4,14,0.1111111111111111,15,0,15,0.368421052631579,14,10,10,30,34,0.1947368421052631,0,0,0,1,0,1,0.13207547169811323,0,0.0,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,22.779177283100406,1.0280126184345628,3.2898858669158124,2
4,0,0.1111111111111111,11,0,15,0.463157894736842,14,8,10,5,9,0.2768421052631578,1,0,0,1,0,1,0.037735849056603765,0,0.0,0.0,0.2093023255813954,0.0,0.12417437252311753,21.938957970832618,5.3462255674140575,6.55498493203768,1
4,0,0.1111111111111111,8,0,15,0.33684210526315783,14,24,11,8,34,0.28210526315789464,1,0,0,1,0,1,0.05660377358490565,0,0.0,0.0,0.2093023255813954,0.0,0.12417437252311753,21.139936717095285,3.3359888708863075,10.612434159034509,1
4,0,0.3333333333333333,6,0,15,0.7578947368421052,14,8,9,19,26,0.6768421052631579,0,0,0,1,0,0,0.037735849056603765,0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074,23.545367024900322,-0.8372185144846216,3.4498331515482725,2
4,14,0.1111111111111111,10,1,15,0.368421052631579,14,9,10,30,41,0.26315789473684204,0,0,0,1,0,0,0.18867924528301888,0,0.0,0.0,0.2093023255813954,0.0,0.12417437252311753,19.558839115435678,4.026621913612369,7.222507575753655,0
4,0,0.1111111111111111,11,0,15,0.368421052631579,14,24,11,22,29,0.35894736842105246,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.0,0.9186046511627907,0.7999999999999999,0.0,24.390820576128082,4.538961233648531,5.227166478681442,2
3,8,0.1111111111111111,15,0,8,0.368421052631579,14,24,20,1,17,0.368421052631579,0,0,0,1,0,0,0.4150943396226415,0,0.0,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,2.928120831701267,7.4371922320123,6.205744896575618,0
4,14,0.1111111111111111,6,0,9,0.35789473684210527,14,16,20,9,14,0.6347368421052633,1,0,0,1,0,0,0.18867924528301888,0,0.0,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,25.264213531464637,8.078526062024741,5.926300615726483,0
4,3,0.1111111111111111,11,0,15,0.4842105263157894,14,9,10,8,3,0.4715789473684211,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.0,0.2093023255813954,0.0,0.12417437252311753,26.251280040810336,3.5060731147635433,4.368447840673049,2
4,0,0.3333333333333333,2,0,15,0.3157894736842104,14,9,9,1,41,0.2126315789473685,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074,-0.9321792157928082,-0.05414062378638346,-0.14599433562317563,1
4,0,0.2222222222222222,11,0,15,0.3157894736842104,14,10,11,30,41,0.20947368421052626,0,0,0,1,0,0,0.018867924528301883,0,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,23.227882549519016,4.729544540036414,6.951374467778167,2
4,16,0.1111111111111111,13,0,16,0.368421052631579,14,10,28,30,41,0.388421052631579,0,0,0,1,0,1,0.07547169811320753,0,0.0,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,21.167982783467234,4.938697489248872,3.6729943384343176,2
4,3,0.3333333333333333,2,0,15,0.3999999999999999,14,24,9,1,34,0.3263157894736841,1,0,0,1,1,1,0.037735849056603765,0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,-0.9321792157928082,-0.05414062378638346,-0.14599433562317563,1
4,3,0.1111111111111111,5,0,15,0.33684210526315783,14,24,28,12,1,0.3705263157894736,1,0,0,1,1,0,0.037735849056603765,0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,17.324303507116937,2.135177363086158,6.768808861850021,1
4,5,0.1111111111111111,5,0,15,0.2210526315789474,14,24,28,12,17,0.27263157894736856,0,0,0,1,1,0,0.13207547169811323,0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,2.4513661302514356,6.526405458406304,4.880390508182895,1
0,17,0.1111111111111111,11,0,5,0.4010526315789473,14,24,28,22,29,0.3263157894736841,1,0,0,1,1,0,0.22641509433962265,0,0.0,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,21.019687444441395,6.227351226760399,7.155598358896759,0
4,0,0.3333333333333333,2,0,15,0.463157894736842,14,10,11,22,17,0.34947368421052616,1,0,0,1,1,1,0.037735849056603765,0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,-0.9321792157928082,-0.05414062378638346,-0.14599433562317563,2
4,16,0.1111111111111111,1,0,16,0.368421052631579,14,10,9,30,41,0.368421052631579,1,0,0,1,1,0,0.1132075471698113,0,0.0,0.0,0.15116279069767458,0.4888888888888888,1.0,21.444556197252805,2.543898895831009,4.572769289725699,2
4,0,0.3333333333333333,9,0,15,0.3157894736842104,14,24,10,8,34,0.26421052631578945,0,0,1,1,1,0,0.037735849056603765,0,0.0,0.25,0.9999999999999999,0.24444444444444446,0.4147952443857331,18.95164685386374,2.827333389288942,6.718530694959774,0
4,14,0.1111111111111111,15,0,15,0.6842105263157894,14,10,9,8,3,0.05263157894736836,0,0,0,1,1,0,0.169811320754717,0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,19.808952162206467,2.9970761637361165,5.478617181221908,1
4,3,0.1111111111111111,9,0,15,0.5578947368421052,14,9,9,22,29,0.41052631578947363,0,0,0,1,1,0,0.018867924528301883,0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074,2.36419660736056,6.340434551646851,5.368014089274607,1
4,3,0.1111111111111111,11,0,15,0.5789473684210527,14,8,11,15,1,0.3768421052631581,0,0,0,1,1,0,0.13207547169811323,0,0.0,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,23.407980513626242,4.103639591552836,3.319532873389246,2
4,0,0.1111111111111111,2,0,15,0.4842105263157894,14,10,11,22,3,0.42947368421052645,1,0,0,1,1,0,0.037735849056603765,0,0.0,0.0,0.9186046511627907,0.7999999999999999,0.0,-0.9321792157928082,-0.05414062378638346,-0.14599433562317563,0
4,3,0.4444444444444444,15,0,15,0.2421052631578946,14,9,9,22,34,0.1757894736842105,1,0,0,1,1,0,0.018867924528301883,0,0.0,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,19.682346338263045,3.24672587526747,10.038797525248455,0
4,0,0.2222222222222222,8,0,15,0.49473684210526314,14,9,10,30,41,0.3989473684210527,1,0,0,1,1,0,0.018867924528301883,0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,20.995350902763363,2.9231533511586196,7.412022760508849,2
4,3,0.3333333333333333,9,0,15,0.26315789473684204,14,10,11,1,34,0.21578947368421053,1,0,1,1,1,0,0.018867924528301883,0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,17.889932371035265,2.5904206043188793,7.228134204517061,0
4,4,0.4444444444444444,15,0,15,0.11578947368421044,14,10,9,8,34,0.11578947368421044,1,0,0,1,1,1,0.07547169811320753,0,0.0,0.0,0.2093023255813954,0.0,0.12417437252311753,17.962975526258248,2.9669266574730715,7.945933710680185,0
4,3,0.4444444444444444,8,0,15,0.27368421052631575,14,24,11,30,20,0.26631578947368406,1,0,1,1,1,1,0.037735849056603765,0,0.0,0.0,0.15116279069767458,0.4888888888888888,1.0,22.244013821602422,1.2869572532147942,3.6645641134315645,2
4,3,0.4444444444444444,11,0,15,0.5789473684210527,14,9,9,30,41,0.3768421052631581,0,0,0,1,1,1,0.09433962264150941,0,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,25.95203648707659,2.9192048433565807,4.463618831103345,2
3,14,0.1111111111111111,14,1,15,0.26315789473684204,14,8,9,30,9,0.2315789473684211,0,0,0,1,1,0,0.3018867924528302,0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,20.452535516054184,2.7108416191108193,4.141433960508594,2
4,0,0.6666666666666666,3,0,15,0.19999999999999996,14,10,11,30,41,0.15999999999999992,1,0,0,1,1,0,0.05660377358490565,0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,20.52361455721701,2.28224352458526,4.948683228635288,0
4,14,0.1111111111111111,10,1,7,0.4736842105263157,14,16,20,9,14,0.6389473684210525,1,0,0,1,1,0,0.33962264150943394,0,0.08333333333333333,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,0.009244518510222344,2.0302078022652763,0.33057426692581726,0
4,14,0.1111111111111111,1,0,12,0.6842105263157894,14,16,20,1,14,0.8989473684210527,0,0,1,1,1,0,0.13207547169811323,0,0.0,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,28.08283515813806,16.629156100165385,7.780629166580812,0
4,3,0.1111111111111111,15,0,15,0.26315789473684204,14,10,11,1,1,0.32105263157894726,0,0,0,1,1,0,0.018867924528301883,0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,18.88564466538282,1.3218240682692384,5.708231032419308,1
3,14,0.1111111111111111,14,1,15,0.368421052631579,14,8,9,30,9,0.1578947368421053,1,0,0,1,0,0,0.3018867924528302,0,0.0,0.0,0.2093023255813954,0.0,0.12417437252311753,19.88291543368738,3.8781864924711,6.18740818333557,2
4,17,0.1111111111111111,11,0,15,0.6842105263157894,14,8,10,30,34,0.6947368421052631,1,0,0,1,0,1,0.09433962264150941,0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,23.431734579626596,4.150903579584213,4.6431972532852575,2
4,14,0.1111111111111111,0,0,15,0.26315789473684204,14,24,11,1,29,0.05263157894736836,0,0,0,1,0,1,0.15094339622641512,0,0.0,0.0,0.2093023255813954,0.0,0.12417437252311753,18.524403176118376,1.8267069275822703,3.9893622757606257,2
4,3,0.1111111111111111,5,0,15,0.3052631578947369,14,10,10,1,38,0.23789473684210516,1,0,0,1,1,0,0.05660377358490565,0,0.08333333333333333,0.0,0.0,0.7555555555555555,0.5785997357992074,19.189090800703518,3.2400601498955215,4.3067763547247395,2
4,0,0.6666666666666666,9,0,15,0.5052631578947369,14,9,9,30,41,0.354736842105263,1,0,0,1,1,0,0.1132075471698113,0,0.0,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,21.485562191867547,-0.47946453523255855,3.726175781932324,1
4,5,0.2222222222222222,7,0,15,0.21052631578947367,14,9,11,30,9,0.18105263157894735,1,0,1,1,1,0,0.018867924528301883,0,0.0,0.0,0.9186046511627907,0.7999999999999999,0.0,9.306351881472406,4.992281919981918,12.57360403313781,1
4,14,0.1111111111111111,11,0,15,0.4010526315789473,14,24,28,1,3,0.06105263157894725,0,0,0,1,1,0,0.13207547169811323,0,0.0,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,4.32636578357918,10.12782676618824,9.362845883563896,0
4,3,0.2222222222222222,8,0,15,0.4010526315789473,1,10,28,30,41,0.10526315789473673,1,0,0,0,0,0,0.07547169811320753,1,0.0,0.0,0.15116279069767458,0.4888888888888888,1.0,22.542952260557456,1.1450479843522352,3.776661232158582,2
4,9,0.1111111111111111,6,0,15,0.4010526315789473,1,24,28,1,1,0.05263157894736836,0,0,0,1,0,0,0.169811320754717,1,0.08333333333333333,0.0,0.15116279069767458,0.4888888888888888,1.0,9.969156185408082,3.9680327815535255,11.726432876834691,0
3,14,0.1111111111111111,3,0,2,0.4010526315789473,14,8,33,26,38,0.21578947368421053,0,0,0,1,0,0,0.4150943396226415,0,0.0,0.08333333333333333,0.0,0.7555555555555555,0.5785997357992074,12.58388505413103,6.949796408238621,17.27411902060091,0
3,14,0.1111111111111111,14,1,15,0.4010526315789473,14,8,11,30,41,0.19999999999999996,0,0,0,1,0,0,0.5094339622641508,0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,22.28673475419396,5.577429354822417,4.889834429204534,2
4,9,0.1111111111111111,7,0,15,0.368421052631579,17,9,20,30,14,0.4421052631578948,1,0,0,1,1,0,0.037735849056603765,1,0.0,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,22.146762413535896,1.5415154524028267,8.322495550276571,1
4,0,0.5555555555555556,8,0,15,0.42105263157894735,14,8,28,22,29,0.3147368421052632,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.0,0.15116279069767458,0.4888888888888888,1.0,22.244013821602422,1.2869572532147942,3.6645641134315645,2
4,0,0.5555555555555556,11,0,15,0.3894736842105262,14,8,9,8,34,0.26631578947368406,1,0,0,1,0,1,0.018867924528301883,0,0.0,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,24.951813122474803,3.394205768245321,4.110195459217264,2
4,0,0.1111111111111111,16,0,15,0.42105263157894735,14,24,19,30,19,0.4136842105263159,1,0,0,1,0,0,0.037735849056603765,0,0.16666666666666666,0.0,0.5930232558139535,1.0,0.3117569352708058,22.31238575244763,0.37188876579025837,4.967037491327688,1
4,0,0.4444444444444444,11,0,15,0.21052631578947367,14,16,20,9,14,0.17368421052631566,1,0,1,0,0,0,0.037735849056603765,0,0.0,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,11.238423571073483,5.9892612281309345,12.985921068636019,0
4,15,0.1111111111111111,16,0,14,0.368421052631579,14,9,10,30,41,0.35578947368421066,0,0,0,1,0,0,0.07547169811320753,0,0.0,0.0,0.15116279069767458,0.4888888888888888,1.0,26.045810232955773,12.336240191161876,8.181521921639526,0
4,0,0.4444444444444444,2,0,15,0.4010526315789473,14,24,28,30,3,0.1578947368421053,1,0,0,1,0,0,0.05660377358490565,0,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,-0.9321792157928082,-0.05414062378638346,-0.14599433562317563,2
3,14,0.1111111111111111,14,1,15,0.368421052631579,14,8,9,5,29,0.1947368421052631,1,0,0,1,0,0,0.3584905660377358,0,0.0,0.0,0.2093023255813954,0.0,0.12417437252311753,0.6937515167012609,3.814433267271909,0.17273475485791892,0
